10;2.6e-07
20;1.9626e-07
30;2.15196e-07
40;1.86215e-07
50;2.15186e-07
60;2.02215e-07
70;2.48202e-07
80;2.10248e-07
90;2.2021e-07
100;2.1922e-07
110;1.95219e-07
120;2.03195e-07
130;2.06203e-07
140;2.09206e-07
150;2.09209e-07
160;2.24209e-07
170;2.27224e-07
180;2.06227e-07
190;2.31206e-07
200;2.23231e-07
210;2.05223e-07
220;2.06205e-07
230;1.98206e-07
240;1.89198e-07
250;2.35189e-07
260;2.09235e-07
270;2.17209e-07
280;2.16217e-07
290;2.07216e-07
300;2.22207e-07
310;2.21222e-07
320;2.06221e-07
330;2.17206e-07
340;2.28217e-07
350;2.30228e-07
360;2.4823e-07
370;2.33248e-07
380;2.34233e-07
390;2.25234e-07
400;2.14225e-07
410;2.22214e-07
420;2.27222e-07
430;2.31227e-07
440;2.11231e-07
450;2.18211e-07
460;2.26218e-07
470;2.14226e-07
480;2.24214e-07
490;1.98224e-07
500;2.16198e-07
510;2.15216e-07
520;2.37215e-07
530;2.06237e-07
540;2.34206e-07
550;2.43234e-07
560;2.61243e-07
570;1.97261e-07
580;2.14197e-07
590;2.34214e-07
600;2.15234e-07
610;2.19215e-07
620;2.17219e-07
630;2.27217e-07
640;2.09227e-07
650;2.41209e-07
660;2.08241e-07
670;2.23208e-07
680;2.32223e-07
690;2.12232e-07
700;2.26212e-07
710;2.19226e-07
720;2.26219e-07
730;2.34226e-07
740;2.21234e-07
750;2.13221e-07
760;2.15213e-07
770;2.43215e-07
780;2.29243e-07
790;2.23229e-07
800;2.13223e-07
810;2.26213e-07
820;2.25226e-07
830;2.33225e-07
840;2.30233e-07
850;2.2523e-07
860;2.36225e-07
870;2.29236e-07
880;2.32229e-07
890;2.35232e-07
900;2.42235e-07
910;2.17242e-07
920;2.45217e-07
930;2.40245e-07
940;2.3924e-07
950;2.28239e-07
960;2.49228e-07
970;2.29249e-07
980;2.18229e-07
990;2.39218e-07
1000;2.33239e-07
